,cow_name,side_length_shoulderbone,side_f_girth,side_r_girth,rear_width,cow_pixels,sticker_pixels,weight
1042,317_b4-2_197_F,1077.9726341609976,496.0010080634917,979.081201943945,319.4526568992658,802463,9098,197
1043,369_b4-1_192_F,959.8171700902209,443.16249841339237,913.1593508254734,349.0057306119772,668700,7569,192
1044,369_b4-1_192_F,959.8171700902209,443.16249841339237,913.1593508254734,349.0057306119772,668700,7569,192
1045,94_b4-4_133_F,1083.8934449474266,499.6258600192748,1030.2349246652436,357.0014005574768,816061,10472,133
1046,117_b4-2_168_F,1020.6517525581387,468.0726439346782,904.2438830315635,306.10455730027934,768292,10010,168
1047,311_b4-1_179_F,1062.4961176399659,511.00880618635136,1066.011726014306,359.03481725314606,856216,10754,179
1048,77_b4-3_135_F,984.2199957326613,457.1575220862061,954.042451885659,330.0545409474016,655826,9320,135
1049,189_b4-1_147_F,1108.0812244596511,488.1731250284063,947.0337903158472,391.184099881373,775647,9355,147
1050,338_b4-1_184_F,1012.2593541183011,458.0392996239515,889.6887096057811,373.34300582708124,690069,9066,184
1051,158_b4-3_152_F,917.0310790807474,409.0048899463184,836.1010704454336,216.0092590608097,575360,10188,152
1052,163_b4-1_144_F,870.6003675625229,412.8159396147392,859.6377143890326,266.12027356065903,599877,7401,144
1053,352_b4-3_188_F,965.2590325917702,430.22784661153673,893.2468863645705,286.08565151017274,720652,7039,188
1054,90_b4-3_140_F,1022.2881198566283,458.00982522212337,1034.4645958175659,296.00675667964066,719551,8368,140
1055,59_b4-1_110_F,1091.8575914467967,527.2428283058955,1161.6217112296067,302.105941682715,895579,13367,110
1056,143_b4-2_224_F,1120.030803147842,486.00925917105735,866.5021638749669,331.2959402105616,831475,11046,224
1057,143_b4-2_224_F,1120.030803147842,486.00925917105735,866.5021638749669,331.2959402105616,831475,11046,224
1058,356_b4-4_186_F,942.5773177835333,441.9524861339735,864.0578684324332,336.0,672373,8005,186
1059,216_b4-4_160_M,974.3002617263325,487.3315093445118,985.3491766881424,300.08165555395084,760840,11551,160
1060,140_b4-2_216_F,1040.156238264233,494.1983407499463,988.0855226143129,286.174771774173,743903,8932,216
1061,78_b4-1_119_F,1090.446238931567,529.0009451787397,1115.0878889127978,374.1082730975085,859884,12532,119
1062,454_b4-2_180_F,819.2612525928466,376.047869293259,751.0539261597665,285.34365246137855,480267,4797,180
1063,13_b4-2_152_F,1099.42712355117,500.0489975992353,916.2887099599121,347.0,794594,10287,152
1064,415_b4-2_148_F,1134.9330376722673,495.79128673263307,1065.0117370245268,338.0532502432124,873433,11184,148
1065,415_b4-2_148_F,1134.9330376722673,495.79128673263307,1065.0117370245268,338.0532502432124,873433,11184,148
1066,24_b4-4_109_M,971.4164915215306,448.8128786030989,977.2706892156339,276.2191159206763,739562,10478,109
1067,277_b4-2_160_F,962.5383109258561,454.0,957.2089636019922,271.0903908293321,708603,8454,160
1068,197_b4-4_156_F,1033.5589001116482,496.25799741666634,1027.048684337797,307.4703237712544,817496,12718,156
1069,147_b4-4_148_F,985.7383019848625,494.1224544584065,906.008829979046,350.3212811120672,740644,9211,148
1070,193_b4-3_158_F,1072.83036869768,478.30220572353625,924.106054519718,330.07423407470026,793566,8953,158
1071,303_b4-1_176_F,966.6710919438938,479.0699322645912,956.5646867828647,269.1858094328154,683051,8037,176
1072,473_b4-3_219_F,1095.3542805868794,490.04999744923987,993.5481870548605,303.0412513173743,824449,9532,219
1073,134_b4-3_148_F,1079.3132075537665,495.00909082561304,976.6273598461186,384.0637967838156,814834,7741,148
1074,165_b4-3_152_F,1089.2731521523883,473.06764843941716,978.0184047347984,270.04629232781554,717728,8983,152
1075,497_b4-4_240_F,1048.6701101871838,470.15316653192923,923.9101687934818,441.0555520566542,727917,7272,240
1076,138_b4-1_135_F,921.7380321978691,434.9678149012867,906.1412693393895,296.4321170183825,641864,7624,135
1077,23_b4-3_114_M,1165.3849149529954,544.0588203494177,1212.0,316.00158227451965,1008247,17644,114
1078,54_b4-2_168_F,1129.7858204102226,529.0085065478626,1032.3105153005079,350.0057142390678,864506,11076,168
1079,382_b4-2_162_F,991.3672377076015,454.53272709454046,896.1807853329594,352.0227265390688,675475,7839,162
1080,190_b4-4_155_F,1028.5096013163902,465.1816849361118,914.3987095353974,322.0993635510632,749902,8891,155
1081,49_b4-4_119_F,996.4461852001843,477.3782567314938,978.0005112473101,275.0654467576762,722704,12161,119
1082,38_b4-1_101_F,1057.4615832265492,475.0378932253721,1148.3662307818008,215.75217264259473,867823,15088,101
1083,225_b4-1_158_F,1124.1512353771623,503.2544088232114,967.1866417605239,418.3455509504075,869897,10885,158
1084,139_b4-2_188_F,1080.2675594499726,452.0,866.0023094657427,379.18992602652304,722186,7907,188
1085,418_b4-4_200_F,992.1819389607937,444.0405386898813,962.6006440887104,366.0218572708466,699824,8869,200
1086,418_b4-4_200_F,992.1819389607937,444.0405386898813,962.6006440887104,366.0218572708466,699824,8869,200
1087,418_b4-4_200_F,992.1819389607937,444.0405386898813,962.6006440887104,366.0218572708466,699824,8869,200
1088,418_b4-4_200_F,992.1819389607937,444.0405386898813,962.6006440887104,366.0218572708466,699824,8869,200
1089,128_b4-2_202_F,1006.8664260963318,491.1466176204413,862.0469824783333,326.0552100488505,753131,7931,202
1090,28_b4-2_90_F,1016.2347169822531,472.3060448480413,1125.003999992889,320.0249990235138,739718,12155,90
1091,218_b4-2_148_F,1088.112126575198,499.6258600192748,973.5260653932179,394.1826987578222,841572,14932,148
1092,165_b4-4_152_F,1001.0604377359041,461.15615576505104,958.1336023749507,332.66349363884217,736714,10666,152
1093,58_b4-4_124_F,921.3929671969502,456.18526938076377,953.4720761511581,308.00162337234525,713749,7833,124
1094,106_b4-1_126_F,1081.4249858404419,504.4373102775012,917.0136313054458,368.01222805771005,816640,11209,126
1095,172_b4-1_146_F,893.2827100084273,421.143680945114,948.05274114893,282.0159569953445,595515,9029,146
1096,428_b4-2_148_F,834.4752842355488,386.25380257027894,750.2159689049547,220.05681084665386,458111,5233,148
1097,287_b4-4_172_F,1064.9713611172838,480.02604096027954,1003.0438674355175,325.0246144525057,814858,9943,172
1098,485_b4-4_232_F,1095.522706291385,553.1084884541187,1069.0168380339012,346.01300553591915,898851,8006,232
1099,42_b4-3_124_M,910.325765866264,480.41648597857255,912.0444068136156,288.00173610587836,760389,12350,124
1100,157_b4-1_141_F,936.8169511702913,456.6847928276132,939.6153468308188,223.27113561766106,679110,9163,141
1101,157_b4-1_141_F,936.8169511702913,456.6847928276132,939.6153468308188,223.27113561766106,679110,9163,141
1102,173_b4-4_153_F,1047.8549517943788,497.064382147826,1072.507808829381,303.19960422137757,827964,10905,153
1103,418_b4-3_200_F,992.1340635216593,479.00417534714666,895.2016532603143,332.00150602068055,727819,8063,200
1104,230_b4-2_148_F,1124.9355537096337,476.08507643067327,987.318084509749,291.171770609721,831559,10527,148
1105,54_b4-3_129_M,818.4130986244049,441.3275427616092,894.5032140803073,317.0394297244429,585098,9438,129
1106,182_b4-2_166_M,1043.879782350439,448.6423965699185,1029.279845328762,306.0,794710,8796,166
1107,186_b4-3_158_F,1047.8625864110236,482.0508271956392,939.0047923200392,361.19939091864484,781463,8134,158
1108,374_b4-3_190_F,961.9256728042973,445.44921147084773,896.0943030730639,342.0,614157,9123,190
1109,470_b4-1_226_M,1091.6189811468103,526.0237637217543,1075.0669746578583,308.13146544940844,918584,9663,226
1110,456_b4-4_212_F,978.6214794290998,446.1120935370392,815.1380251221261,339.0235979987234,636434,6153,212
1111,244_b4-1_164_F,1141.7679273827935,531.452726025561,1096.182466562935,375.13330963805384,916594,11628,164
1112,219_b4-4_160_F,961.1170584273281,435.25854385640724,796.4577829364216,270.1851217221259,659816,7809,160
1113,257_b4-2_202_F,1089.6476494720666,551.2041364140875,953.0083945065752,280.349781523011,902527,11988,202
1114,324_b4-1_181_F,1002.1906006344302,510.51836401837693,1102.0889256316843,298.60509037858014,842100,9106,181
1115,3_b4-3_95_F,1078.5198190112224,502.0159360020357,972.1666523801359,304.04111564063174,790246,15763,95
1116,392_b4-4_192_M,1044.533388647773,521.3108477674333,1002.199580921884,341.0058650522011,854871,9328,192
1117,201_b4-4_158_F,994.1951518690885,469.1534930062868,907.1785932218639,333.0540496676178,727988,8943,158
1118,102_b4-1_124_F,897.1967454243244,443.71725231277634,912.0049341971786,264.0075756488817,605234,9230,124
1119,107_b4-3_142_F,1060.287696806862,484.298461694852,917.2404264967828,295.1372562046344,842185,8987,142
1120,55_b4-2_195_F,1142.1182075424592,526.0465758846834,1068.016853799602,396.06186385462564,861422,11123,195
1121,388_b4-4_192_F,1079.6244717493207,486.1028697714096,968.528781193414,314.0398063940302,791417,9539,192
1122,374_b4-4_190_F,1147.6872396258486,480.1760093965545,1030.194156457898,308.05843601498725,792054,10744,190
1123,74_b4-3_134_F,1089.5912077471992,536.3021536410236,1112.8310743324882,269.2248131209306,877706,13394,134
1124,74_b4-3_134_F,1089.5912077471992,536.3021536410236,1112.8310743324882,269.2248131209306,877706,13394,134
1125,182_b4-3_156_F,1010.980217412784,458.00436679140955,880.1113565907441,317.15768948584554,718267,7949,156
1126,35_b4-3_119_M,1093.4573608513504,523.0468430265114,1043.2995734687138,307.07979419037,870658,13646,119
1127,213_b4-1_156_M,858.0355470491884,416.17304093369626,871.0574033896962,279.0161285660741,619368,8504,156
1128,213_b4-1_156_M,858.0355470491884,416.17304093369626,871.0574033896962,279.0161285660741,619368,8504,156
1129,148_b4-4_148_M,787.9086241436884,413.5855413333498,781.0313694084252,248.16325271885037,517255,7724,148
1130,18_b4-3_111_F,941.0488828961012,444.7032718566393,937.0645655449789,317.15768948584554,618333,10416,111
1131,160_b4-2_174_F,857.7557927522262,415.2360774306587,790.0765785669133,315.02539580167183,550719,7471,174
1132,465_b4-3_214_F,1126.7462003485966,506.2529012262547,975.1661396910785,297.0269348055829,872929,10426,214
1133,140_b4-4_147_F,919.1523268751486,421.042753173594,852.3379611398286,341.1773732239581,559218,7810,147
1134,260_b4-4_168_F,1015.3698833430111,455.3965305094012,889.5757415757244,315.1015709259476,716631,7347,168
1135,410_b4-1_202_F,1163.0932894656387,541.4074251430249,1186.051010707381,425.0047058562999,965155,10474,202
1136,355_b4-2_152_F,959.02502574229,470.38388577841397,895.0452502527456,351.0056979594491,672103,10254,152
1137,328_b4-4_181_F,915.923577598044,445.4054332852261,858.524315322519,388.15589651582,626062,8012,181
1138,159_b4-1_142_F,856.8482946239667,434.1393785410395,896.2460599634455,252.01785651020842,616825,11898,142
1139,151_b4-3_152_F,873.375635107827,421.0581907527747,864.0578684324332,220.18401395196702,566529,7034,152
1140,129_b4-1_132_F,1072.649523376578,480.2041232642635,930.0774161326572,383.0469945058961,798453,10380,132
1141,450_b4-2_222_F,1085.5731205220586,494.73730403113933,905.1994255411346,327.0244639166923,784009,8651,222
1142,497_b4-1_280_F,1044.2394361447953,490.0,951.0636151173064,386.0207248322297,782924,6539,280
1143,174_b4-3_155_F,1057.2161557600225,477.5070680105165,987.8512033702242,216.08331726442927,786861,8619,155
1144,310_b4-4_177_F,1042.9515808511917,455.13294760981654,937.1926162747976,407.276318977669,719142,8365,177
1145,75_b4-1_117_F,1018.5293319291301,457.00437634666037,1020.7075976987729,348.1738071710737,758472,13702,117
1146,132_b4-4_144_M,942.4659145030126,476.0042016621282,944.0429015675082,329.874218453034,725009,10463,144
1147,391_b4-1_197_F,999.998499998875,502.8419234709851,876.415997115525,343.09328177625395,692026,8207,197
1148,318_b4-1_179_F,1039.1535016541109,483.6992867474584,964.0254146027479,304.7244657063164,717140,10949,179
1149,334_b4-4_181_F,970.0360818031461,460.1836589884521,892.4584023919547,313.0063897111367,691933,8963,181
1150,280_b4-3_174_F,1007.7861876410095,423.02954979528323,928.0264004865379,244.0327846827143,643604,7469,174
1151,266_b4-1_169_F,1021.0489704220851,490.44979355689406,929.5509668651848,315.0,758005,9078,169
1152,128_b4-4_144_F,906.7756062003433,428.72951846123215,908.0930569055134,339.09438214160963,588745,9435,144
1153,87_b4-4_133_M,944.5025145546199,480.0010416655364,1006.643929103037,365.0013698604431,755633,11242,133
1154,87_b4-4_133_M,944.5025145546199,480.0010416655364,1006.643929103037,365.0013698604431,755633,11242,133
1155,215_b4-1_156_F,1041.771568051269,459.0098038168684,937.3889267534581,272.18376145538144,772454,8006,156
1156,33_b4-3_119_F,998.6240533854569,466.347509910796,943.0429470602068,298.0067113338221,768373,7920,119
1157,433_b4-4_204_F,1020.6591007775319,473.5588664569591,976.86078844429,346.0231206147936,773712,9075,204
1158,407_b4-4_197_F,969.0103198624873,477.00943386897495,954.4406739027837,345.0057970527452,714978,7268,197
1159,320_b4-2_188_F,1021.976516364246,474.3416490252569,1007.1434853088214,359.06823863995544,718632,9685,188
1160,345_b4-1_187_F,1086.803110043397,489.0500996830488,1100.0040909014838,381.08398024582453,838073,10930,187
1161,27_b4-1_96_F,1015.3684060477754,458.0,1011.0494547745922,312.313944613429,720814,11352,96
1162,400_b4-2_160_F,1106.906048407,519.0346809221904,1081.2996809395627,382.25645841502796,835763,10963,160
1163,422_b4-2_138_F,911.4493951942696,423.4725492874361,867.129748076953,269.3640659033792,553674,8033,138
1164,292_b4-3_177_F,1062.688100996713,485.59345135617303,1061.5771286157214,392.0114794237536,827438,10499,177
1165,120_b4-2_177_F,966.4667609390402,439.09224543369015,937.0533602735759,325.22146300636433,663611,8816,177
1166,60_b4-3_129_M,826.0568987666649,399.55224939924943,783.1251496408477,322.1257518423512,529635,6330,129
1167,280_b4-2_135_M,821.0054811022884,430.6146769444813,819.0024419988014,255.23714463220279,506395,7452,135
1168,440_b4-2_155_F,972.6731208376224,433.3739724533535,896.2460599634455,330.0060605504087,631814,8730,155
1169,373_b4-4_188_F,1068.6126519932282,488.9836398081228,941.089793802908,354.00564967243105,826160,9907,188
1170,373_b4-4_188_F,1068.6126519932282,488.9836398081228,941.089793802908,354.00564967243105,826160,9907,188
1171,373_b4-4_188_F,1068.6126519932282,488.9836398081228,941.089793802908,354.00564967243105,826160,9907,188
1172,458_b4-3_211_F,1129.6658798069454,479.0,914.3987095353974,368.5430775363987,793982,7987,211
1173,458_b4-3_211_F,1129.6658798069454,479.0,914.3987095353974,368.5430775363987,793982,7987,211
1174,25_b4-3_114_F,959.1772516068132,439.16397848639633,923.4554672532943,351.03561072916807,623862,10250,114
1175,67_b4-1_114_F,1017.4443473723759,496.62964067804086,1016.1107223132723,348.01293079424505,812671,14160,114
1176,67_b4-1_114_F,1017.4443473723759,496.62964067804086,1016.1107223132723,348.01293079424505,812671,14160,114
1177,250_b4-4_166_F,1088.2632953472244,535.0336438019575,1034.1934055098204,347.02305398921266,859962,10663,166
1178,239_b4-2_177_F,1021.2311197765176,456.85884034349164,925.7564474525684,385.6280591450783,724790,9066,177
1179,254_b4-3_168_F,1010.3588471429347,442.0916194636582,909.7125919761692,323.02476685232665,674362,7353,168
1180,300_b4-2_162_F,1012.6341886387206,489.016359644542,987.3423924860109,305.04098085339285,768489,9504,162
1181,428_b4-4_202_F,1009.5489091668616,461.15615576505104,929.8736473306467,262.01717500957835,643332,10757,202
1182,180_b4-4_154_M,924.1179578387166,480.01666637732484,964.0020746865641,409.1760012512953,757193,10040,154
1183,71_b4-1_115_F,925.9530225664798,432.6118352518803,910.0269226786645,312.23068395018447,626926,10335,115
1184,125_b4-4_143_F,912.6647796425585,403.07939664537554,795.1635051987736,328.54984401152893,566413,6599,143
1185,232_b4-3_164_F,1116.8979362502198,535.4960317313286,1034.2557710740607,258.2343896540505,856354,10684,164
1186,399_b4-3_195_F,982.2998523872433,466.0386250087003,942.0084925307202,399.1252936109161,700972,9229,195
1187,258_b4-1_168_F,1144.9244516560907,541.0332706959896,1140.7734218502815,302.16551755618974,924008,14056,168
1188,178_b4-1_147_F,1003.9506960005556,484.4997420019953,944.1038078516578,268.31511325305553,710329,11219,147
1189,403_b4-3_195_F,1074.476616776745,480.1760093965545,951.7194964904313,396.2133263786063,734477,8171,195
1190,463_b4-1_219_F,1189.469209353483,543.2071428101807,1105.6880210981758,428.78899239602686,984649,10919,219
1191,443_b4-3_205_F,1052.1834440818768,485.23190332046386,982.5212465896094,286.01573383294846,813742,9761,205
1192,128_b4-3_148_F,1175.8082326638132,549.0327859062699,960.1171803483156,383.0469945058961,896694,12737,148
1193,32_b4-1_100_F,900.8107459394565,448.4027207767589,927.0264289652156,298.0268444284843,636552,13153,100
1194,87_b4-1_120_F,978.5402393361246,489.40882705566315,990.2908663619997,284.0862545073239,734908,9192,120
1195,44_b4-3_124_F,1100.1731681876267,504.194406950335,1110.5516647144336,389.0115679513914,833477,11306,124
1196,341_b4-1_185_F,1002.7043432637558,467.0385423067351,905.1243008559653,335.0537270349339,699467,9242,185
1197,417_b4-1_204_F,1013.0059229836714,475.7667495737801,1015.4732886688847,337.0237380363585,788805,9318,204
1198,428_b4-3_202_F,1294.9193025049863,609.2372280154915,1164.0841893952515,342.0,1038812,17189,202
1199,403_b4-4_195_F,1159.6900447964533,515.9932170096812,953.0424964291991,367.3064115966396,862170,10005,195
1200,232_b4-4_164_F,1053.7613581831515,479.15028957520207,977.0368467974993,383.01174916704576,783508,9488,164
1201,399_b4-4_195_F,1138.2201017377965,553.868215372574,1097.1859459544676,422.0,920199,11075,195
1202,355_b4-1_190_F,1129.0584572997095,502.5733777270738,1047.0807036709252,310.13061764359867,898293,10379,190
1203,80_b4-4_131_F,932.9442641444343,448.4027207767589,935.258787715999,285.0,593650,10379,131
1204,325_b4-4_179_F,1094.5907911178497,476.12708387572326,971.148804251954,381.0,758043,9936,179
1205,218_b4-3_162_F,1061.3505547179027,494.2924235713107,952.6069493762892,323.34810962799827,781398,9787,162
1206,282_b4-4_172_F,893.7074465394143,423.265873890159,895.0804433122198,318.014150628553,598599,6976,172
1207,176_b4-2_186_F,1020.0416658156665,456.00986831427235,969.2063763719262,361.4484748895754,720622,9121,186
1208,176_b4-2_186_F,1020.0416658156665,456.00986831427235,969.2063763719262,361.4484748895754,720622,9121,186
1209,467_b4-2_158_F,913.3964090141804,441.65257839165844,954.7565134629876,392.03188645823184,672096,8524,158
1210,422_b4-1_206_F,1025.4954899949585,468.12925565488854,844.0379138403678,348.0359176866664,706345,8144,206
1211,249_b4-4_166_F,952.9795380804354,435.37225451330727,909.0929545431534,305.00163933985664,628101,6737,166
1212,249_b4-4_166_F,952.9795380804354,435.37225451330727,909.0929545431534,305.00163933985664,628101,6737,166
1213,135_b4-4_146_F,803.5527362905312,373.05227515724926,758.8076172522256,262.0686932847951,482265,5122,146
1214,61_b4-1_110_F,911.1119579941864,444.190274544592,903.0199333348074,316.22776601683796,624431,9398,110
1215,253_b4-4_166_M,1065.1291001564082,522.3830012548265,1063.1058272815553,348.0517202945562,887393,14071,166
1216,498_b4-3_277_F,1028.2120403885572,486.1481255749116,940.937830039796,382.0052355662158,803424,8938,277
1217,314_b4-2_177_F,1026.722942180606,505.08019165277113,1018.0044204226227,332.0963715550051,749496,9246,177
1218,342_b4-3_184_F,894.418805705694,440.0920358288707,841.0214028192148,421.0106887004177,659866,6739,184
1219,131_b4-3_148_F,1015.9827754445446,516.3274155029926,964.0627572933206,330.0242415338607,813387,9818,148
1220,160_b4-3_152_F,1043.8472110419225,459.4104918262098,1007.0243293982525,363.02203789852757,766734,9264,152
1221,97_b4-2_177_F,882.145112779071,456.01754352217637,891.0,348.0703951789063,614483,7993,177
1222,321_b4-4_177_F,977.247665640599,452.0099556425721,903.3188805731894,351.14242124813114,668448,8571,177
1223,500_b4-1_307_F,1023.7431318450932,499.00901795458566,1007.3102799038636,415.01084323183653,812648,7036,307
1224,63_b4-3_129_F,1005.7216314666797,492.1991466875984,1023.598554121683,382.00130889828114,726224,13580,129
1225,431_b4-3_202_F,1110.4638670393558,495.01616135233405,974.3469607896358,468.0267086395818,841206,11294,202
1226,370_b4-4_188_M,1107.7116050669506,562.9102948072632,1195.7031404157137,355.0126758300329,1000812,11080,188
1227,370_b4-4_188_M,1107.7116050669506,562.9102948072632,1195.7031404157137,355.0126758300329,1000812,11080,188
1228,195_b4-4_155_F,916.5860570617469,410.39493174258376,857.4905247289909,341.6460156360674,625062,7206,155
1229,86_b4-2_154_F,967.7587509291766,460.5746410735181,1001.1803034418925,341.11874765248535,644916,10795,154
1230,249_b4-3_166_F,1052.3692317813172,486.8644575238575,1051.3215492892743,315.15869018638847,887405,11521,166
1231,272_b4-1_170_F,959.1850707762293,453.13353440238785,972.4325169388362,279.1451235468748,670934,8844,170
1232,26_b4-3_114_M,860.9506373770798,430.01860424869994,903.0088593142373,388.06313919258037,595111,7856,114
1233,346_b4-2_122_F,1092.5676180447597,492.4916242942615,1123.0160283807172,316.0142401854701,829642,13300,122
1234,216_b4-1_156_M,879.4634728060057,440.29081298614443,920.0657585194658,261.37520922994975,596655,8721,156
1235,318_b4-2_181_F,927.2723440284414,454.99010978261936,893.987136372778,286.174771774173,616939,8675,181
1236,167_b4-2_200_F,969.4911036208636,428.1973843918246,875.4164723147492,379.8907737758315,671761,7793,200
1237,164_b4-4_150_F,1026.5149779715832,473.66021576653446,980.7165747554183,318.10061301418455,728753,9666,150
1238,102_b4-3_142_F,1061.4226302467835,485.37923317752274,1012.239102188806,260.00192306981114,764806,10781,142
1239,31_b4-2_97_M,908.94444274664,436.1387393937851,875.1851232739277,319.00626953086675,608729,9230,97
1240,388_b4-1_197_F,937.4230635097474,452.6367196770496,953.1343032332852,327.0,653558,7305,197
1241,265_b4-4_168_F,1096.4200837270357,501.2943247235101,925.4063972115171,377.04774233510534,808711,10617,168
1242,118_b4-2_172_F,1070.5662053324866,506.01581002968675,1097.8670229130666,303.2375306587231,821446,10199,172
1243,84_b4-4_133_F,1013.3558111542065,484.0,979.5902204493468,245.16525039246488,724470,11617,133
1244,84_b4-4_133_F,1013.3558111542065,484.0,979.5902204493468,245.16525039246488,724470,11617,133
1245,309_b4-4_177_F,829.2315719990405,378.29750197430593,718.0006963784924,372.0336006330611,504306,5068,177
1246,157_b4-4_148_F,1032.3725102888006,474.20670598379354,951.134585639698,402.17906459685344,699346,9255,148
1247,10_b4-3_104_F,944.515219570336,450.32099662351965,913.1232118394538,276.3548443577568,680411,9968,104
1248,76_b4-1_117_M,1006.7810089587507,504.52452864058057,970.1860646288422,278.0287754891569,735948,11387,117
1249,371_b4-3_190_F,1162.898533836895,535.0,1090.5943333797402,390.0461511154802,874180,9993,190
1250,48_b4-2_204_F,1059.815549989714,483.9142486019605,974.9487166000066,331.02416830195347,807818,9413,204
1251,194_b4-1_152_F,1016.9532929294246,489.4006538614349,993.243676043296,326.00153373872337,808128,10349,152
1252,131_b4-4_144_F,949.7962939493921,438.1141403789656,834.3170860050752,370.22830793984406,641322,7779,144
1253,302_b4-2_164_F,912.1650070025707,437.0560604773717,886.0,368.021738488367,615885,8977,164
1254,204_b4-4_158_F,1102.9596547471715,505.32069025520815,1031.193968174756,304.13319450530224,783138,12232,158
1255,299_b4-4_174_F,1002.1162607202818,473.0010570812712,1003.0004985043627,288.01562457616774,699494,9633,174
1256,219_b4-2_129_F,1027.1830411372648,483.0507219744113,1010.7145986874831,301.0066444449358,756342,10027,129
1257,162_b4-2_148_F,1133.603546218871,529.0037807048263,1001.0079919760881,344.17582715815473,897216,11963,148
1258,305_b4-1_177_F,956.3482629251752,453.583509400419,858.9790451460385,289.0847626562147,652994,8084,177
1259,460_b4-4_214_F,1128.3851292887548,480.23431780746364,1054.1067308389602,325.0753758745808,837637,7994,214
1260,453_b4-4_212_F,1126.5567007479028,545.6198310178984,1060.1061267627879,331.48906467634794,894798,10778,212
1261,241_b4-1_164_F,1109.926123667697,500.3238950919694,1066.3676664265472,314.45985435346114,833286,11018,164
1262,491_b4-4_235_F,1082.8467112200137,509.4330181682377,957.5348557624417,349.0057306119772,809100,7946,235
1263,20_b4-4_106_F,1098.557690792796,531.1591098719855,1133.0992895593924,295.0423698386386,1003720,20734,106
1264,466_b4-3_214_M,949.3450373810357,465.1816849361118,869.014384230779,429.0419559903204,672168,6115,214
1265,446_b4-4_209_F,1057.491371123188,482.02593291232785,1044.2954562766229,340.1190967881692,755377,7981,209
1266,437_b4-1_211_F,1127.8302177189614,531.376514347407,1096.0894124112322,281.51376520518494,906222,10237,211
1267,280_b4-4_170_M,940.3557837329444,464.72787736480797,910.343341822194,345.023187626571,711384,7690,170
1268,361_b4-1_190_F,1046.298714517035,462.5721565334429,949.5735885122332,339.01327407639957,745421,10160,190
1269,405_b4-2_160_F,1003.0244264224077,455.00989000240423,991.0988850765599,390.0012820491748,712532,8163,160
1270,383_b4-2_148_F,1040.9731024382907,517.0348150753487,1019.6357192644832,403.00124069287926,858263,11475,148
1271,200_b4-2_202_F,1000.9900099401592,473.0380534375644,949.1706906557956,395.1822364428847,706371,8444,202
1272,491_b4-3_256_F,1064.7145157271032,478.0094141332365,878.0022779013731,343.2462672775918,748637,5407,256
1273,53_b4-3_127_F,1045.8054312347015,485.3339056773182,998.1547976140774,298.0151002885592,755716,11813,127
1274,16_b4-4_104_M,997.5615269245301,505.47898076972496,1068.1516746230377,370.7775613491194,804018,12639,104
1275,36_b4-3_119_F,892.8118502797776,456.5303932927139,979.0413678696116,317.15768948584554,629968,7468,119
1276,436_b4-4_204_F,1072.8811676975229,484.3727903175404,940.2813408762295,311.07876816009156,830266,8901,204
1277,352_b4-1_188_F,994.5114378427229,470.38388577841397,890.2027858864518,316.00158227451965,691105,10517,188
1278,442_b4-4_207_F,924.0270558809411,426.7926897218367,777.2837319795134,332.0060240417333,607834,6896,207
1279,9_b4-3_104_F,1030.2174527739278,486.8644575238575,1046.4592681991976,360.04999652825995,806207,12300,104
1280,154_b4-3_152_F,946.4058326109365,439.1924407364043,953.0257079428656,354.1708627202413,634473,9690,152
1281,178_b4-2_160_M,835.395116097766,404.0792001575929,838.0053699111958,312.07851576165893,554028,5502,160
1282,391_b4-4_192_F,993.2864642186563,482.8716185488644,951.5382283439799,320.00624993896605,755016,7682,192
1283,17_b4-3_110_F,1031.187664782701,481.3366805054441,1035.1743814449815,293.6818005937719,748624,12464,110
1284,394_b4-1_197_F,1144.217636640862,522.6978094463377,1069.0565934505057,351.370175171428,883621,8971,197
1285,26_b4-2_79_F,1053.5463919543363,511.4137268396303,1040.693999213986,391.1278563334501,817384,10448,79
1286,285_b4-3_174_F,959.0432732676874,441.0181402164768,898.7463490885513,339.21232288936676,656665,6812,174
1287,331_b4-4_181_F,1025.304832720494,503.08051045533455,1040.108167451828,351.0056979594491,801051,8171,181
1288,458_b4-1_218_F,1160.1331820097207,506.2529012262547,984.7334664770971,361.3114999553709,915724,10044,218
1289,409_b4-1_202_F,1042.903638885204,490.02550954006466,994.7562515511023,337.0949421157191,770806,7679,202
1290,443_b4-1_212_F,1077.878007939674,508.0,1017.2792143752864,411.3514312604248,859004,10159,212
1291,63_b4-1_112_M,1148.7005702096608,532.0460506384762,1124.2152818744282,290.0068964697219,914423,13274,112
1292,57_b4-3_129_F,1015.8036227539258,490.10203019371386,1107.0365847613168,366.1106390150387,813104,12117,129
1293,289_b4-1_174_F,1163.7327871981608,496.1975413078948,1074.9009256671054,346.3697446371435,902751,10709,174
1294,61_b4-2_178_F,1101.911520948937,507.09860973976254,989.6918712407413,305.026228380446,825062,9640,178
1295,486_b4-1_242_F,1112.0071942213324,511.22010915064754,916.106980652369,298.08220342717544,775684,7872,242
1296,436_b4-3_204_F,1097.5837097916497,507.2524026557193,992.0987854039536,329.0,776842,10271,204
1297,315_b4-4_177_F,1110.615144863422,493.1460229992735,1035.2782234742504,331.00151057057127,804691,8610,177
1298,492_b4-2_177_F,1011.1152258768533,442.01809917694544,956.0883850356096,320.0140621910231,687634,9374,177
